lemma	mg_index	pos_hint	nob_ts	swe_placeholders
aasnetjåervie	1	Phrase	svakt horn	svakt horn_SWE
aegkiegoelke	1	N	dunhår	dunhår_SWE
baarvemoere	1	N	flammebjørk	flammebjørk_SWE
gaessie	1	N	kvae	kvae_SWE
gamhtsebielie	1	Phrase	den ene hansken	den ene hansken_SWE
garhtsebeelhte	1	Phrase	belte av skinnsnor	belte av skinnsnor_SWE
gavle	1	N	skinnløkke	skinnløkke_SWE
geaselme	1	N	strekmål; redskap til å risse linjer med	strekmål_SWE
gïeletjåervie	1	Phrase	horn uten spirer; snareform	horn uten spirer_SWE
gierkiebeelhte	1	Phrase	belte med perler	belte med perler_SWE
gïjregaamege	1	N	vårsko	vårsko_SWE
goengere	1	Phrase	bøyd horndel over baktaggene	bøyd horndel over baktaggene_SWE
goepeldahke	1	Phrase	søm rundt skoens overstykke	søm rundt skoens overstykke_SWE
goesebyjje	1	Phrase	gran tenar	gran tenar_SWE
goevele	1	N	hulljern	hulljern_SWE
guepmie	1	Phrase	knusk av morken gran eller bjørk i komsebunnen	knusk av morken gran eller bjørk_SWE
guhpehke	1	Phrase	rundhøvel for å lage rand under ski	rundhøvel_SWE
györtenje	1	N	rem; snor av tvunnet skinn	rem_SWE
gåekie	1	N	komsehus; kalesje på komse	komsehus_SWE
gåptose	1	Phrase	materiale til kofte	materiale til kofte_SWE
gårmaraejkie	1	Phrase	hull laget av gormflue	hull laget av gormflue_SWE
gårreldh	1	Phrase	noe som er ferdigbundet	noe som er ferdigbundet_SWE
gårrije	1	N	tægerbinder	tægerbinder_SWE
haame	1	Phrase	simle som er født hornløs	hornløs simle_SWE
haelsienåvtebielie	1	Phrase	framstykke på sølvkrage	framstykke på sølvkrage_SWE
hovre	1	N	lær	lær_SWE
hovrebeelhte	1	N	lærbelte	lærbelte_SWE
jaknge	1	Phrase	knusktørt leggskinn	knusktørt leggskinn_SWE
jatsva	1	N	bunnsøm	bunnsøm_SWE
jatsvoe	1	N	bunnsøm	bunnsøm_SWE
jissiebielie	1	Phrase	kjøttsiden av skinn	kjøttsiden av skinn_SWE
joekse	1	N	bue	bue_SWE
jollehke	1	Phrase	halvgjort emne	halvgjort emne_SWE
jorpebåetskie	1	Phrase	hæl med runde hjørner	hæl med runde hjørner_SWE
jorpefæjloe	1	N	rundfil	rundfil_SWE
klaeriegierkie	1	Phrase	farget glassperle	farget glassperle_SWE
klijviegierkie	1	Phrase	melkeaktig plastperle	melkeaktig plastperle_SWE
klovsegierkie	1	Phrase	hvit glassperle	hvit glassperle_SWE
kruehkiebåetskie	1	Phrase	hæl med rette hjørner	hæl med rette hjørner_SWE
kråevvienaaloe	1	N	kroknål	kroknål_SWE
kåahperenaevlie	1	N	koppernagle	koppernagle_SWE
leahka	1	N	midtstykke	midtstykke_SWE
liejpiebaarhkoe	1	N	olderbark	olderbark_SWE
lïhtsehke	1	N	leddbelte	leddbelte_SWE
lovrenje	1	Phrase	skinntrekk på komse	skinntrekk på komse_SWE
massere	1	N	masurved	masurved_SWE
moerenaevlie	1	N	trenagle	trenagle_SWE
muejsie	1	Phrase	tynn bark nær veden	tynn bark nær veden_SWE
mådtsoehbielie	1	N	vrangside	vrangside_SWE
mådtsohke	1	Phrase	sko med sømmene inn	sko med sømmene inn_SWE
naaloegåetie	1	N	nålehus	nålehus_SWE
naemietjåervie	1	N	basthorn	basthorn_SWE
naevlie	1	N	nagle	nagle_SWE
nejpienaavtjoe	1	N	knivegg	knivegg_SWE
nejpiendaegkie	1	N	knivtange	knivtange_SWE
nejpiennjuenie	1	N	knivspiss	knivspiss_SWE
nejpiestaelie	1	N	knivstål	knivstål_SWE
njaarhtjabielie	1	Phrase	skinnet under buken	skinnet under buken_SWE
njaeviegoelke	1	Phrase	lange hår under halsen	lange hår under halsen_SWE
njimkedahke	1	N	lim; plaster	lim_SWE
njohke	1	Phrase	tyntflytende kvae fra blemmer i bark	tyntflytende kvae fra blemmer i bark_SWE
nuljehke	1	Phrase	bukk med felt horn	bukk med felt horn_SWE
nïrrese	1	Phrase	materiale til skaft	materiale til skaft_SWE
plïehtjege	1	N	flathøvel	flathøvel_SWE
plïehtjesaejmie	1	Phrase	et stykke lagt innpå den andre	et stykke lagt innpå den andre_SWE
provneldahke	1	Phrase	tvunnet ornament	tvunnet ornament_SWE
pruvnieldahke	1	Phrase	tvunnet ornament	tvunnet ornament_SWE
raantentjåervie	1	Phrase	horn med alle taggene framover	horn med alle taggene framover_SWE
rïejhpe	1	N	rep	rep_SWE
roejese	1	Phrase	skaftet av sko	skaftet av sko_SWE
råårhkesje	1	Phrase	tørr gran	tørr gran_SWE
saareldahke	1	Phrase	opptrevlet sener	opptrevlet sener_SWE
saedtiepaehpere	1	N	sandpapir	sandpapir_SWE
sampele	1	Phrase	syl av horn	syl av horn_SWE
sijjeme	1	N	heine; brynestein	heine_SWE
silhke	1	N	silke	silke_SWE
sïlpebeelhte	1	Phrase	belte med sølvknapper og maljer	belte med sølvknapper og maljer_SWE
sjelmiegietjie	1	Phrase	den tynne enden på ferdigspunnet sener	den tynne enden på ferdigspunnet sener_SWE
skaave	1	N	skavjern; jern til å lage spon med	skavjern_SWE
skierrie	1	N	dvergbjørk	dvergbjørk_SWE
skreepemeruevtie	1	N	skavjern; skrape	skavjern_SWE
skuvvie	1	Phrase	utskåret støpeform for tinnstøping	utskåret støpeform for tinnstøping_SWE
slajvoehtjåervie	1	Phrase	utoverbøyd horn	utoverbøyd horn_SWE
slapmoehkråevvie	1	Phrase	slak sikksakkbord	slak sikksakkbord_SWE
sloeptje	1	Phrase	splitt i klær	splitt i klær_SWE
snaevkiesbielie	1	Phrase	innsiden av leggskinn med tynt hår	innsiden av leggskinn med tynt hår_SWE
snårreldahke	1	N	rynkebånd; snørebånd	rynkebånd_SWE
soenegadtere	1	Phrase	alle fotsener av en rein	alle fotsener av en rein_SWE
soenehkebeelhte	1	Phrase	belte flettet av sener	belte flettet av sener_SWE
soenetjegkie	1	N	seneknippe	seneknippe_SWE
spaagkabeelhte	1	Phrase	belte med tinn	belte med tinn_SWE
spaanese	1	N	spon	spon_SWE
stonkeldahke	1	Phrase	stødig underlag under klede	stødig underlag under klede_SWE
suerkietjåervie	1	Phrase	forgrenet kalvehorn	forgrenet kalvehorn_SWE
svætnoe	1	N	belte; bukreim i kløvsal	belte_SWE
syjje	1	N	krumning; bøy	krumning_SWE
såase	1	Phrase	marg i horn	marg i horn_SWE
sïlpenaevlie	1	N	sølvnagle	sølvnagle_SWE
stielietjohpe	1	Phrase	lue sydd sammen av kiler	lue sydd sammen av kiler_SWE
tjaetsiegaamege	1	Phrase	vanntette skallesko	vanntette skallesko_SWE
tjaetsiegierkie	1	Phrase	gjennomsiktig glassperle	gjennomsiktig glassperle_SWE
tjalmeldh	1	Phrase	sikksakkbord sydd med avvikende farge	sikksakkbord sydd med avvikende farge_SWE
tjalmeme	1	Phrase	kantbord med klipte hakk	kantbord med klipte hakk_SWE
tjalmeme	2	Phrase	den gule sikksakkborden på budtesdahke	den gule sikksakkborden på budtesdahke_SWE
tjerkiegietjie	1	Phrase	nederste del av leggskinn	nederste del av leggskinn_SWE
tjerkiengoelke	1	Phrase	stivt hår rundt kløvene	stivt hår rundt kløvene_SWE
tjevrie	1	Phrase	fremste bunnstykke	fremste bunnstykke_SWE
tjiepie	1	Phrase	øverste stykket eller halsen av pung eller kaffepose	øverste stykket eller halsen av pung eller kaffepose_SWE
tjïjrese	1	Phrase	sying av for løse sting så tråden danner løkke	sying av for løse sting så tråden danner løkke_SWE
tjuesie	1	Phrase	lyst merke ved hasen; innsiden av bakfoten	lyst merke ved hasen_SWE
tjåejjienuelie	1	Phrase	skinnet under buken	skinnet under buken_SWE
treavkaïebne	1	Phrase	materiale til ski	materiale til ski_SWE
treavkese	1	Phrase	materiale til ski	materiale til ski_SWE
tseagkoehkråevvie	1	Phrase	bratt sikksakkbord	bratt sikksakkbord_SWE
gyjhteles	1	N	takk; takksigelse	takk_SWE
noffele	1	Phrase	enden av ikke helt oppbrent ved	enden av ikke helt oppbrent ved_SWE
goepehke	1	Phrase	sko med sømmen ut	sko med sømmen ut_SWE
goepege	1	Phrase	sko med sømmen ut	sko med sømmen ut_SWE
gåaromedeerpegh	1	N	sysaker	sysaker_SWE
gierkiesarjehtahke	1	Phrase	perlevedheng til belte	perlevedheng til belte_SWE
ditneldhsarjehtahke	1	Phrase	tinnvedheng til belte	tinnvedheng til belte_SWE
gååjvetje	1	Phrase	liten hakke	liten hakke_SWE
ollehke	1	N	randhøvel	randhøvel_SWE
rehkere	1	N	høvel	høvel_SWE
gejhkiedueljie	1	Phrase	tørt skinn med hår	tørt skinn med hår_SWE
båevhliebielie	1	Phrase	siden av leggskinn med tykt hår	siden av leggskinn med tykt hår_SWE
meesshreagka	1	N	messingring	messingring_SWE
gååjpestahke	1	Phrase	halslinning på barmkledet	halslinning på barmkledet_SWE
ierhtehke	1	Phrase	skallesko med overstykke av lær	skallesko med overstykke av lær_SWE
gyöngere	1	N	skinnstropp	skinnstropp_SWE
gyövngere	1	N	skinnstropp	skinnstropp_SWE
gyönjere	1	N	skinnstropp	skinnstropp_SWE
gyövnjere	1	N	skinnstropp	skinnstropp_SWE
dåeriestjolkeme	1	Phrase	sidestykke med hårene på tvers	sidestykke med hårene på tvers_SWE
mietietjolkeme	1	Phrase	sidestykke med hårene på langs	sidestykke med hårene på langs_SWE
tseegkestahke	1	Phrase	vertikale sidestykker på sko	vertikale sidestykker på sko_SWE
vuevjie	1	Phrase	kile eller stykke som skjøtes på i bredden	kile eller stykke som skjøtes på i bredden_SWE
guadtahtahke	1	Phrase	redskapsvedheng på belte hvor man kan bære nålehus og saks	redskapsvedheng på belte hvor man kan bære nålhus, saks_SWE
minngiebielie	1	N	bakstykke	bakstykke_SWE
klienjiedahke	1	Phrase	noe som glinser	noe som glinser_SWE
vaalmesthrïejhpe	1	Phrase	bærereim over brystet	bærereim over brystet_SWE
dåeriessaejmie	1	N	tverrsøm	tverrsøm_SWE
maahtoetjiehpie	1	Phrase	flink praktiker	flink praktiker_SWE
jïekth	1	N	avskjær	avskjær_SWE
njaarpeskenbielie	1	Phrase	innsiden av leggskinn med tynt hår	innsiden av leggskinn med tynt hår_SWE
tjïektjesgaamese	1	Phrase	leggskinn fra bakfoten	leggskinn fra bakfoten_SWE
åvtesgaamese	1	Phrase	leggskinn fra framfoten	leggskinn fra framfoten_SWE
avtesgaamese	1	Phrase	leggskinn fra framfoten	leggskinn fra framfoten_SWE
snårrestahke	1	N	rynkebånd; snørebånd	rynkebånd_SWE
snarrestahke	1	N	rynkebånd; snørebånd	rynkebånd_SWE
nïmmehtsmoere	1	N	tysbast	tystbast_SWE
dåmhpa	1	N	kork	kork_SWE
damhpa	1	N	kork	kork_SWE
tjåerviemaadtege	1	N	hornrot	hornrot_SWE
maadthtjåervie	1	N	hovedhorn	hovedhorn_SWE
gahtjehtimmietjåervie	1	Phrase	rein som har felt hornene	rein som har felt hornene_SWE
njalpetjåervie	1	Phrase	horn med få eller ingen spirer	horn med få eller ingen spirer_SWE
krapmeretjåervie	1	Phrase	framoverbøyd horn med mange spirer	framoverbøyd horn med mange spirer_SWE
rïjhke	1	N	land; rike	land_SWE
reerenasse	1	N	regjering; Kongens råd	regjering_SWE
prosjekte	1	N	prosjekt	prosjekt_SWE
råajvarimmie	1	N	tiltak	tiltak_SWE
elmierïjhke	1	N	himmelrike	himmelrike_SWE
leeneståvroe	1	N	länsstyre	länsstyre_SWE
dåarjoedåastoje	1	N	støttemottaker	støttemottaker_SWE
learoevierhtie	1	N	læremiddel	læremiddel_SWE
maanajgïerte	1	N	barnehage	barnehage_SWE
tjaktja	1	N	tiur	tiur_SWE
rïjhkebiejjie	1	N	riksdag	riksdag_SWE
åejviehearra	1	N	lederprest	lederprest_SWE
barkoesijjie	1	N	arbeidssted; arbeidsplass	arbeidsted_SWE
orgaane	1	N	organ	organ_SWE
vååjnese	1	N	synskrets	synskrets_SWE
noerhtelaante	1	N	nordland	nordland_SWE
musihke	1	N	musikk	musikk_SWE
vualkoe	1	N	avreise	avreise_SWE
tïjjeperspektijve	1	N	tidsperspektiv	tidsperspektiv_SWE
væjsehkevoete	1	N	klokskap; visdom	klokskap_SWE
starne	1	N	helse	helse_SWE
saemienskåvloe	1	N	sameskole	sameskole_SWE
bahhasvoete	1	N	ondskap	ondskap_SWE
departemente	1	N	departement	departement_SWE
mïere	1	Phrase	land nedenfor høyfjellene	land nedenfor høyfjellene_SWE
övtiedimmie	1	N	utvikling	utvikling_SWE
filme	1	N	film	film_SWE
båatsoejieleme	1	N	reindriftsliv	reindriftsliv_SWE
åavtoe	1	N	dampbad	dampbad_SWE
åavtoe	1	N	under	under_SWE
åavtoe	2	N	mirakel	mirakel_SWE
vaajtelasse	1	N	ønske	ønske_SWE
stoerredigkie	1	N	storting	storting_SWE
konferanse	1	N	konferanse	konferanse_SWE
julevsaemie	1	N	lulesame	lulesame_SWE
govnebuatska	1	N	askefis	askefis_SWE
unnebelåhkoegïele	1	N	minoritetsspråk	minoritetsspråk_SWE
aske	1	N	måned	måned_SWE
daerpiesvoete	1	N	nødvendighet	nødvendighet_SWE
aejkiemierie	1	N	tidspunkt	tidspunkt_SWE
dååjrehts	1	N	erfaring	erfaring_SWE
darjomedåarjoe	1	N	handlingstøtte	handlingstøtte_SWE
saemiereaktamoenehtse	1	N	samerettsutvalg	samerettsutvalg_SWE
maanagiertie	1	N	barnehage	barnehage_SWE
ektiedimmiedepartemente	1	N	inkluderingsdepartement	inkluderingsdepartement_SWE
åejvieboelhke	1	N	hoveddel	hoveddel_SWE
voete	1	N	måte	måte_SWE
laantedigkie	1	N	landstinget	landstinget_SWE
jaavvoe	1	N	mel	mel_SWE
gievlieståvroe	1	N	kretsstyre	kretsstyre_SWE
sveerjengïele	1	Phrase	svensk språk	svensk språk_SWE
rïektesvoete	1	N	riktighet	riktighet_SWE
gïelenjoelkedasse	1	N	språkregel	språkregel_SWE
gæjhta	1	N	takk	takk_SWE
jaepietsiehkie	1	N	årsmerke	årsmerke_SWE
gïlle	1	Phrase	gressbevokst, skogløs bakkeknaus	gressbevokst, skogløs bakkeknaus_SWE
maahtoedepartemente	1	N	kunnskapsdepartement	kunnskapsdepartement_SWE
talente	1	N	talent	talent_SWE
learoesoejkesje	1	N	læreplan	læreplan_SWE
noerhtesaemiengïele	1	Phrase	nordsamisk språk	nordsamisk språk_SWE
ålkoelaante	1	N	utlandet	utlandet_SWE
tjïhke	1	N	snøklump	snøklump_SWE
saemiereakta	1	Phrase	samisk rettighet	samisk rettighet_SWE
julevsaemiengïele	1	Phrase	lulesamisk språk	lulesamisk språk_SWE
joekehtse	1	N	forskjell	forskjell_SWE
histovrije	1	N	historie	historie_SWE
gïemhpe	1	Phrase	godt menneske	godt menneske_SWE
demokratije	1	N	demokrati	demokrati_SWE
övtiedimmiesoptsestalleme	1	N	utviklingssamtale	utviklingssamtale_SWE
dïedtije	1	N	ansvarlig	ansvarlig_SWE
rovmere	1	N	romer	romer_SWE
baakoegærja	1	N	ordbok	ordbok_SWE
duedtie	1	N	tillegg	tillegg_SWE
elektronihke	1	N	elektronikk	elektronikk_SWE
laakeuvtelasse	1	N	lovforslag	lovforslag_SWE
goevtese	1	N	avdeling	avdeling_SWE
raajese	1	N	setning	setning_SWE
mandaate	1	N	mandat	mandat_SWE
åålmehbiejjie	1	N	folkedag	folkedag_SWE
hotelle	1	N	hotell	hotell_SWE
draama	1	N	drama	drama_SWE
barkoesoejkesje	1	N	arbeidsplan	arbeidsplan_SWE
regijovne	1	N	region	region_SWE
profeete	1	N	profet	profet_SWE
predikatijvehammoe	1	N	predikativform	predikativform_SWE
pleenume	1	N	plenum	plenum_SWE
rektore	1	N	rektor	rektor_SWE
ekonomije	1	N	økonomi	økonomi_SWE
substantijve	1	N	substantiv	substantiv_SWE
maanasåjhtoe	1	N	barneomsorg	barneomsorg_SWE
gïelejarnge	1	N	språksenter	språksenter_SWE
partije	1	N	parti	parti_SWE
jïlleskuvle	1	N	høyskole	høyskole_SWE
vierhkiedajve	1	N	virkeområde	virkeområde_SWE
mïrrestalleme	1	N	likestilling; jevnbyrdighet	likestilling_SWE
åadtja	1	Phrase	skåret kjøtt	skåret kjøtt_SWE
veeljemedajve	1	N	valgområde	valgområde_SWE
unnebelåhkoepolitihke	1	N	minoritetspolitikk	minoritetspolitikk_SWE
miehtjiesdajveståvroe	1	N	utmarksstyre	utmarksstyre_SWE
båatsoedajve	1	N	reindriftsområde	reindriftsområde_SWE
mearoesaemie	1	N	havsame	havsame_SWE
laage	1	N	lag	lag_SWE
værjoe	1	N	smykke; kjede	smykke_SWE
værjoegierkie	1	N	perle	perle_SWE
fylhkemaennie	1	N	fylkesmann	fylkesmann_SWE
eejhtehmoenehtse	1	N	foreldreutvalg	foreldreutvalg_SWE
dåarjege	1	N	støtte	støtte_SWE
politihkere	1	N	politiker	politiker_SWE
elektrihkere	1	N	elektrikter	elektrikter_SWE
maanasïjte	1	N	barnesiida	barnesiida_SWE
beajoe	1	N	hi	hi_SWE
ööhpehtimmiedirektoraate	1	N	utdanningsdirektorat	utdanningsdirektorat_SWE
åålmehreakta	1	N	folkerett	folkerett_SWE
almetjereakta	1	N	menneskerettighet	menneskerettighet_SWE
saemiedigkielaake	1	N	sametingslov	sametingslov_SWE
miehtjiesdajvedåapmoestovle	1	N	utmarksdomstol	utmarksdomstol_SWE
lïhkesdajve	1	N	nærmiljø	nærmiljø_SWE
johkemehkie	1	N	elvekrok	elvekrok_SWE
eatnemelearoe	1	N	naturlære	naturlære_SWE
dorjese	1	N	produkt	produkt_SWE
skåajjesnjeara	1	N	skogmus	skogsmus_SWE
såffa	1	N	sofa	sofa_SWE
ööhpehtimmielaake	1	N	opplæringslov	opplæringslov_SWE
gåetiegïele	1	N	hjemmespråk	hjemmespråk_SWE
buertiegærja	1	N	møtebok; protokoll	møtebok_SWE
bïegkefaamoe	1	N	vindkraft	vindkraft_SWE
barkoeplaane	1	N	arbeidsplan	arbeidsplan_SWE
barkoedajve	1	N	arbeidsområde	arbeidsområde_SWE
vierhtiejarnge	1	N	ressurssenter	ressurssenter_SWE
terminologije	1	N	terminologi	terminologi_SWE
såjhtoedepartemente	1	N	omsorgsdepartement	omsorgsdepartement_SWE
mieriesoejkesje	1	N	tidsplan	tidsplan_SWE
maalestahke	1	N	måltid	måltid_SWE
gööktesh	1	Phrase	to mennesker sammen	to mennesker sammen_SWE
gïelemoenehtse	1	N	språknemnd	språknemd_SWE
fylhkeålma	1	N	fylkesmann	fylkesmann_SWE
faageaamhtese	1	N	fagemne	fagemne_SWE
bijjie	1	N	oppe; øvre	oppe_SWE
vaerielaake	1	N	fjellov	fjellov_SWE
tjompere	1	N	bekymring	bekymring_SWE
rïjhkebiejjielïhtsege	1	N	riksdagsmedlem	riksdagsmedlem_SWE
pihtesaemie	1	N	pitesame	pitesame_SWE
mearoegööleme	1	N	havfiske	havfiske_SWE
latjka	1	N	løkke	løkke_SWE
faaleldahke	1	N	tilbud	tilbud_SWE
dåapmoe	1	N	dom	dom_SWE
alternatijve	1	N	alternativ	alternativ_SWE
åejvieulmie	1	N	hovedmål	hovedmål_SWE
ulmiedåehkie	1	N	målgruppe	målgruppe_SWE
suffikse	1	N	suffiks	suffiks_SWE
saemienööhpehtimmie	1	N	samiskopplæring	samiskopplæring_SWE
predikaate	1	N	predikat	predikat_SWE
politije	1	N	politi	politi_SWE
maadthööhpehtimmie	1	N	grunnopplæring	grunnopplæring_SWE
kultuvreraerie	1	N	kulturråd	kulturråd_SWE
gïelebiesie	1	N	språkreir; språkbad	språkreir_SWE
gærhkoedepartemente	1	N	kirkedepartementet	kirkedepartementet_SWE
daata	1	N	data	data_SWE
aalkoetsiehkie	1	N	utgangspunkt	utgangspunkt_SWE
åejvieladtjh	1	N	øvrighetspersoner; myndigheter	øvrighetspersoner_SWE
vuemsie	1	N	spann; avstanden mellom tommel og pekefinger	spann_SWE
vaerieståvroe	1	N	fjellstyre	fjellstyre_SWE
tjaalaldahke	1	N	skrift; dokument; litteratur	skrift_SWE
svïenskegïele	1	Phrase	svensk språk	svensk språk_SWE
boelhkesoejkesje	1	N	tidsplan	tidsplan_SWE
skuvlenåejvie	1	N	skoleleder	skoleleder_SWE
saalme	1	N	salme	salme_SWE
radio	1	N	radio	radio_SWE
raajesetseegkeme	1	N	syntaks; setningsoppbygging	syntaks_SWE
prosenteraaste	1	N	prosentgrense	prosentgrense_SWE
miehtjiesdajve	1	N	utmark; ødemark	utmark_SWE
maanagïertelaake	1	N	barnehagelov	barnehagelov_SWE
lohkehtæjjaööhpehtimmie	1	N	lærerutdanning	lærerutdanning_SWE
loffe	1	N	loff	loff_SWE
learoeplaane	1	N	læreplan	læreplan_SWE
learoegærja	1	N	lærebok	lærebok_SWE
learoehgærja	1	N	elevbok	elevbok_SWE
sjædtoegærja	1	N	plantebok	plantebok_SWE
kultuvreaerpielæstoe	1	N	kulturarvliste	kulturarvliste_SWE
jielemevuekie	1	N	levemåte	levemåte_SWE
gïelebarkoe	1	N	språkarbeid	språkarbeid_SWE
daataviermie	1	N	datanett	datanett_SWE
bigkemelaake	1	N	bygningslov	bygningslov_SWE
ålja	1	N	olje	olje_SWE
skïemtjelasse	1	N	sykdom	sykdom_SWE
saedtiepliehkie	1	N	sandlandskap	sandlandskap_SWE
jielijeguvvie	1	N	film	film_SWE
jearsoesvoete	1	N	trygghet	trygghet_SWE
budsjehtebarkoe	1	N	budsjettarbeid	budsjettarbeid_SWE
aajma	1	N	uvær; snøstorm	uvær_SWE
saemiengielie	1	N	sameflyttelag; en gruppe av samenomadefamilier som flytter sammen	sameflyttelag_SWE
saemienlåhkoe	1	N	samemanntall	samemanntall_SWE
saaka	1	N	sag	sag_SWE
noerhtesaemie	1	N	nordsame	nordsame_SWE
maanagaertie	1	N	barnehage	barnehage_SWE
kuvsjeplaane	1	N	kursplan	kursplan_SWE
kultuvreövtiedimmie	1	N	kulturutvikling	kulturutvikling_SWE
konsultasjovnelaake	1	N	konsultasjonslov	konsultasjonslov_SWE
ietniengïelesijjie	1	N	morsmålplass	morsmålplass_SWE
gïeleööhpehtimmie	1	N	språkopplæring	språkopplæring_SWE
grammatihke	1	N	grammatikk	grammatikk_SWE
gaskesadtemevuekie	1	N	kommunikasjonsmåte	kommunikasjonsmåte_SWE
domtese	1	N	følelse	følelse_SWE
daatabaase	1	N	database	database_SWE
båatsoeburrieskuvle	1	N	reindriftsskole	reindriftsskole_SWE
vieksiesvoete	1	N	styrke; kraft	styrke_SWE
toelhke	1	N	tolk	tolk_SWE
saemienskuvle	1	N	sameskole	sameskole_SWE
saemienkultuvre	1	N	samekultur	samekultur_SWE
saemiedigkieveeljeme	1	N	sametingsvalg	sametingsvalg_SWE
plaane	1	N	plan	plan_SWE
pedagogihke	1	N	pedagogikk	pedagogikk_SWE
nummere	1	N	nummer	nummer_SWE
konsonaante	1	N	konsonant	konsonant_SWE
kapihtele	1	N	kapittel	kapittel_SWE
kaarhte	1	N	kart	kart_SWE
iemie	1	N	naturlig	naturlig_SWE
gïermesje	1	N	slange; orm	slange_SWE
gïeledajve	1	N	språkområde	språkområde_SWE
gaskesadtemegïele	1	N	kommunikasjonsspråk	kommunikasjonsspråk_SWE
båatsoesïjte	1	N	sameby; reinbeitedistrikt	siida_SWE
ööhpehtimmiegoevtese	1	N	opplæringsavdeling	opplæringsavdeling_SWE
guaktah	1	Num	de to	de to_SWE
mobïjle	1	N	mobil	mobil_SWE
akkusatijve	1	N	akkusativ	akkusativ_SWE
elatijve	1	N	elativ	elativ_SWE
essijve	1	N	essiv	essiv_SWE
genitijve	1	N	genitiv	genitiv_SWE
illatijve	1	N	illativ	illativ_SWE
imperatijve	1	N	imperativ	imperativ_SWE
inessijve	1	N	inessiv	inessiv_SWE
komitatijve	1	N	komitativ	komitativ_SWE
komparatijve	1	N	komparativ	komparativ_SWE
lokatijve	1	N	lokativ	lokativ_SWE
nominatijve	1	N	nominativ	nominativ_SWE
superlatijve	1	N	superlativ	superlativ_SWE
gïeleviermie	1	N	språknettverk	språknettverk_SWE
lohkehtimmie	1	N	forelesing	forelesing_SWE
rïjhkeraastege	1	N	riksgrense	riksgrense_SWE
saemiensïjte	1	N	samesiida	samesiida_SWE
nænnoestimmie	1	N	styrking	styrking_SWE
maanajgiertie	1	N	barnehage	barnehage_SWE
joekehts	1	N	skilnad	skilnad_SWE
aerpievuekie	1	Phrase	tradisjonell måte	tradisjonell måte_SWE
minngie	1	N	bakende	bakende_SWE
maahtaldahkeulmie	1	N	kompetansemål	kompetansemål_SWE
fylhkentjïelte	1	N	fylkeskommune	fylkeskommune_SWE
strategije	1	N	strategi	strategi_SWE
gïelepolitihke	1	N	språkpolitikk	språkpolitikk_SWE
mubpiegïele	1	N	andrespråk	andrespråk_SWE
guektiengïelehvoete	1	N	tospråklighet	tospråklighet_SWE
håhkohtsvoete	1	N	håpløshet	hopplöshet_SWE
ealjohtsvoete	1	N	likegyldighet	likgiltighet_SWE
gïelelïerehtimmie	1	N	språklæring	språklæring_SWE
maahtaldahke	1	N	kompetanse	kompetanse_SWE
perspektijve	1	N	perspektiv	perspektiv_SWE
jielemebyjreske	1	N	livsmiljø	livsmiljø_SWE
gihtjedimmie	1	N	intervju	intervju_SWE
barkoesuerkie	1	N	arbeidsområde	arbeidsområde_SWE
tjoevkesjuelkie	1	N	lysestake	ljusstake_SWE
mådtsoehgåptoe	1	N	kofte på vranga	kolten ut og in_SWE
saemienpolitihke	1	N	samepolitikk	samepolitikk_SWE
religijovne	1	N	religion	religion_SWE
protokolle	1	N	protokoll	protokoll_SWE
giesie-eejehtimmie	1	N	sommerferie	sommerferie_SWE
biejjielåbloe	1	N	sommerfugl	fjäril_SWE
millijovne	1	N	million	million_SWE
radijove	1	N	radio	radio_SWE
soejkesjeboelhke	1	N	tidsplan	tidsplan_SWE
suffïkse	1	N	suffïks	suffïks_SWE
ööhpehtimmiedirektorate	1	N	utdanningsdirektorat	utdanningsdirektorat_SWE
aehpie	1	N	problem; knipe	problem, knipe_SWE
baahkeslaante	1	N	varmsommerland	varmsommerland_SWE
baakoenuhtjeme	1	N	ordbruk	ordbruk_SWE
baaltege	1	N	medmenneske; neste	medmenneske, neste_SWE
bejsjeme	1	Phrase	rommet på hver side av døren i kåte	rommet på hver side av døren i kåte_SWE
brööke	1	N	brøk	brøk_SWE
bröökesïeve	1	N	brøkstrek	brøkstrek_SWE
byjjehtimmie	1	N	opplysning	opplysning_SWE
bæjngoevaarjoeh	1	N	yttertøy; ytterklær	yttertøy, ytterklær_SWE
daatagïehtelimmie	1	N	databehandling	databehandling_SWE
deaverelopme	1	N	kramsnø	kramsnø_SWE
diagramme	1	N	diagram	diagram_SWE
drïekte	1	N	fart	fart_SWE
eejleskodtje	1	Phrase	hellig person	hellig person_SWE
faagejiehtege	1	N	faguttrykk	faguttrykk_SWE
faamohke	1	N	makthaver	makthaver_SWE
