aarhkalastedh _ v1 _ forbarme seg, ha barmhjertighet med, vise solidaritet ovenfor, vise medynk med
aassjoetovvedh _ v _ foraktes, hånes, bli gjort narr av
alvehgodtedh _ v _ bli redd _ (dellie amma alvehgådti jih idtji doesth nyøjhkedh)
arkanidh _ v _ komme til skade
armaridh _ v _ forbarme seg
baakoehtidh _ v _ stave
bihtedidh _ v _ bryte, ødelegge, skade
bueriesjugniehtidh _ v _ velsigne
båalatjehtedh _ v1 _ tenne lys, tenne opp
båarastahtedh _ v _ håndhilse
dabranedtedh _ v _ sette seg fast, bli hengende
damhkodh _ damhkoe _ vx _ vandre, farte
deahpanidh _ v _ hende, skje
derhvedh _ v _ legge torv
gahtjedatedh _ gahtjedata _ vx _ falle sammen
gesnjedh _ v1 _ nyse
gudsiestidh _ v _ takke
gyrkesjidh _ v _ gå i kirka
gåajhtsaridh _ v _ bli var, merke, oppfatte
huvhnjedidh _ v _ sette seg på huk
hæmmoehtidh _ v _ antyde
jiejkegåatedh _ v1 _ begynne å betvile
jijhkedh _ v _ tvile
jorkesovvedh _ v _ endre seg, bli forandret
jæjhtedh _ v _ vise seg, komme til syne
kladtenidh _ v _ blande seg _ (om to eller fl.reinflokker)
krebpedidh _ v _ klore, klamre seg fast
kridtnedh _ krætna _ vx _ murre, knurre
krijtjehtidh _ v _ få noe til å knirke
laaknedh _ vx _ bli stille _ (om vær, vind)
ladtjkedh _ ladtjkoe _ vx _ gå opp _ (om isen) _ om is; bli enig
lapsodh _ lopse _ vx _ bli fuktig
libnedh _ musnedh _ vx _ stinke _ (libnede-det stinker)
libnedh _ musnedh _ vx _ stinke _ (libnede-det stinker)
liegkestadtedh _ liegkestadta _ vx _ hvile av og til
lissiedidh _ v _ tilføye, legge til
låavtedh _ v _ angripe rein _ (om hunder, rovdyr)
låsmtsdehtedh _ v1 _ temme, gjøre tam
mentedh _ v _ skrape bort
mujhtestidh _ v _ huske så vidt
mujnestehtedh _ v _ fortelle en gåte
nihpesjahtedh _ v4 _  begynne å kastrere
njimhkedidh _ v _ lime, lime inn
njåejjegidh _ v _ fortvile, fortvilet _ (han ble helt fortvilet- _ øøvre njåejjegi)
nubpestidh _ v _ nytt på-, en gang til, enda en gang gjøre- _ (gjør det engang til!/gjør det på nytt!/nytt forsøk!-mubpesth amma!)
nåajjaridh _ v _ ulikt se det-, se svart på det, bli motløs
nåaledh _ nåala _ vx _ prate, snakke
nåhkehdidh _ v _ gjøre slutt på, utrydde, bruke _ (helt) opp, avslutte et forhold
nåjjaridh _ v _ bli trett, gi opp, miste motet
pleahkedh _ v _ hvile seg
raada-guedtedh _ v1 _ rådslå, holde råd
reakadahtedh _ v _ føde _ (mov gåmma lea maanam reakadahteme-har født et barn)
reegedh _ v6 _ sette på kant, få til å helle
risnjedh _ risnjie _ vx _ sanke ved
simmedatedh _ simmedata _ vx _ hviske
sjaavedh _ adv _ stille, tyst
skaemiegåatedh _ v _ begynne å skamme seg
slaptjedh _ slaptjadahke _ s _ skare som begynner å tine
slienhkehtidh _ v _ knele _ (dan geerjene sjidti, guktie boelvhjøølki slienhkehte)
slåaveldh _ adv _ dengt
snoegkedatedh _ v _ snuse omkring
soelkedovvedh _ v _ bli trøstet
steegkeldh _ adv _ utestengt _ (saemien ektievuekeste steegkeldh-utestengt fra det samiske samfunnet)
svitnjestidh _ v _ svinge plutselig og uventet _ (dihte klaahka dan alman vøøste vualka, mohte dasth goh edtja dievviehtidh dle svitnjeste jih baalte vualka)
svitnjestidh _ v _ svinge plutselig og uventet _ (dihte klaahka dan alman vøøste vualka, mohte dasth goh edtja dievviehtidh dle svitnjeste jih baalte vualka)
såvnjedh _ vx _ banke støv el. snø av klærne
tjaajehtidh _ v _ føre på avveier, føre vill
tjaaleldh _ tjaalasuvvie _ vx _ skriftlig
tjajanestedh _ v1 _ komme til å gå seg vill
tjeevehtidh _ v _ overgi uten vederlag
tjoelkemehtedh _ v1 _ parallellføre, sy på sidestykke
tjyøresjidh _ v _ gjete reinen i skumringen _ (bovtsem tjearan ryøjnesjidh)
tjåektjidh _ v _ knabbe, stjele
tjøønhkegåetedh _ v1 _ begynne å sanke, raske i hop, begynne å plukke
trahkestehtedh _ v _ bråke, krangle
vartedh _ v _ blø, ha blodsott
vearhkedh _ v1 _ verke, gjøre vondt
vienhth _ v _ du skal se
viesjiedidh _ v _ snakke vondt om
vuertehtidh _ v _ leie noen
åehpenidh _ v _ bli kjent med
åevtedh _ v1 _ angripe, gå på, legge teltduken på kåten
ååhpenidh _ v _ bli kjent
øøvtiedidh _ v _ utvikle
